Milliseconds,X,Y,Z
4931,8.463821,0.6921234,0.3063202
4942,7.7579346,0.89790344,0.30392456
4951,7.387039,1.1084747,0.3254547
4961,6.9204407,1.5296173,0.47621155
4971,6.6237335,1.6444702,0.41638184
4981,6.317459,1.6995087,0.4666443
4992,6.1643066,2.5154572,0.6125946
5001,6.0805664,2.0512543,0.45466614
5011,5.9298096,1.6181488,0.46902466
5021,5.6953125,1.3525391,0.708313
5031,5.470398,1.2951202,0.75138855
5041,5.171295,1.2616119,0.8758087
5052,5.199997,1.1778717,1.0600586
5061,5.3579254,1.1300049,1.016983
5071,5.520645,1.2998962,0.93084717
5081,5.745575,1.6707916,0.83273315
5092,6.1954193,1.9818573,0.5958557
5101,6.760132,2.2713928,0.3110962
5111,7.5928345,2.3742828,0.52645874
5121,8.1814575,2.3647003,0.2441101
5132,8.325027,2.682953,-0.35409546
5141,8.238892,3.094513,-0.63645935
5151,8.408783,3.197403,-0.21052551
5161,8.616959,3.04187,0.31349182
5171,8.25325,3.2596283,0.51927185
5182,7.731613,3.5898285,0.4666443
5191,7.4253235,3.7621155,0.5479889
5201,7.631119,3.7453613,1.2658386
5212,7.911072,3.8865356,1.957367
5221,8.121643,3.8865356,2.2397156
5231,8.104889,4.310074,2.603424
5241,8.016357,5.0853424,2.7805023
5252,7.9948273,5.5136566,2.7230682
5261,7.970886,5.803192,2.651291
5271,7.9924316,6.152542,2.8642426
5281,8.19342,6.315262,2.9097137
5291,8.54039,6.521042,2.907318
5301,8.892136,6.841675,2.976715
5312,9.430511,7.133606,3.1107025
5321,9.863617,7.0570374,3.3332367
5331,10.136398,6.714859,3.2805939
5341,9.899506,6.410965,3.1513824
5352,9.724838,6.217148,3.2447052
5361,9.375473,6.068802,3.6682281
5372,9.105087,6.2291107,3.8548737
5381,8.557129,6.633499,3.9649506
5392,8.15036,6.2315063,4.2066193
5401,8.1527405,5.7912292,4.496155
5411,8.069,5.781662,4.443512
5421,8.001999,5.822342,5.3408203
5432,8.0737915,6.0879364,5.6997375
5441,8.021149,6.336792,5.807419
5451,8.112076,6.2937164,5.0919647
5462,7.899109,6.2985077,4.4004364
5471,7.6382904,6.114258,3.8620453
5481,7.669403,6.040085,3.778305
5491,7.7579346,6.073578,4.041519
5502,7.389435,6.0185394,4.1587677
5511,6.729019,6.1669006,4.1707306
5521,6.238495,6.221939,4.0510864
5531,5.901108,5.968292,3.8955536
5542,5.561325,5.6691895,3.7735138
5551,5.343567,5.587845,3.708908
5561,5.412964,5.2360992,3.5270538
5572,5.5684967,5.219345,3.338028
5581,5.458435,5.271988,3.5701294
5592,5.3698883,5.2456665,3.5509796
5601,5.1617126,5.207382,3.1753082
5611,4.9104767,5.1595306,2.9264526
5622,4.563507,5.0853424,2.5723267
5632,4.520447,4.9824524,2.364151
5642,4.5778656,4.8149567,2.1416168
5651,4.6352997,4.668991,2.2349396
5661,4.8027954,4.6785736,2.4550781
5671,4.982254,4.657028,2.7206726
5681,5.3005066,4.5924225,2.959961
5691,5.298111,4.3651123,3.0484924
5702,5.25264,3.9750824,2.9551697
5711,5.1808624,3.5036926,2.7206726
5721,5.290924,3.4701843,2.7278595
5732,5.525421,3.9032898,2.8881683
5741,5.8795624,4.06839,3.0891724
5751,6.128418,4.1641083,3.2159882
5761,6.3389893,4.245468,3.2925568
5772,6.396408,4.063614,3.2423096
5781,6.293518,3.8362885,3.0389252
5791,6.2863464,3.501297,2.878601
5801,6.3605194,3.214157,2.7326355
5812,6.597412,2.9700928,2.7805023
5821,6.8773804,3.1567383,2.9910583
5831,7.008972,3.9631195,3.5749207
5841,7.303299,4.2622223,3.864441
5852,7.669403,4.2263184,3.818985
5861,7.8440704,4.073181,3.744812
5871,7.9924316,3.7932281,3.7519836
5881,8.054642,3.6592255,3.8285522
5892,8.174286,3.6592255,3.8572693
5901,8.387238,3.5730896,3.658661
5911,8.614563,3.4247284,3.366745
5922,9.006989,3.4175415,3.2159882
5931,9.633911,3.5084686,3.3212738
5941,10.404388,3.67836,3.3499908
5951,11.098312,3.994217,3.297348
5962,11.720444,4.338791,3.359558
5971,12.344971,4.606781,3.3117065
5981,12.847473,4.716858,3.137024
5991,13.232712,4.721634,2.8020325
6002,13.438492,4.6546326,2.5555725
6011,13.527023,4.7001038,2.3497925
6021,13.663422,5.173874,2.077011
6032,15.106293,5.563904,2.1894684
6041,16.302704,5.568695,2.672821
6051,17.580475,5.597412,3.309311
6061,17.42015,5.901306,3.371521
6072,15.840881,6.3415833,3.4480896
6081,14.012772,6.903885,3.3858795
6091,11.892731,7.3585205,3.5246582
6102,9.748764,7.494919,3.9194794
6111,8.880173,7.2604218,4.082199
6122,8.102493,6.7531433,4.225769
6131,7.817749,6.633499,4.247299
6141,7.561722,6.7124634,4.340622
6151,7.6765747,6.664612,4.393265
6162,8.0737915,6.3798676,4.201828
6171,8.52124,6.119049,3.811798
6181,8.62413,5.831909,3.2327423
6191,8.504486,5.597412,2.6249695
6201,8.308273,5.4179535,2.2469025
6212,8.061813,5.178665,1.9597626
6221,7.690933,4.9776764,1.7779083
6231,7.255432,4.750351,1.6606598
6242,6.7888336,4.5708923,1.6893768
6251,6.461029,4.35553,1.7444
